Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount
CLM034715,CUST015922,POL0670371,23,Female,West,Auto,3849.66,94510.17,28829.41,Medical,530,3.99,No,Approved,15188.14
CLM034716,CUST005130,POL0159832,21,Male,North,Auto,2984.4,56587.32,26127.0,Theft,840,78.92,Yes,Under Review,15484.62
CLM034717,CUST004475,POL0102792,19,Female,South,Life,502.3,70727.98,6471.1,Medical,783,65.03,No,Approved,4200.42
CLM034718,CUST005501,POL0558859,57,Male,West,Home,4512.96,61693.53,48206.28,Medical,529,19.78,No,Approved,34646.25
CLM034719,CUST001059,POL0192231,50,Male,West,Health,3688.43,43188.75,31168.37,Accident,573,63.11,No,Approved,30555.2
CLM034720,CUST004082,POL0638372,74,Female,North,Home,365.98,27380.76,20895.72,Medical,418,29.3,No,Approved,19295.4
CLM034721,CUST001920,POL0593804,34,Female,East,Life,4371.16,86796.58,26995.18,Property,663,79.29,Yes,Under Review,25413.21
CLM034722,CUST001858,POL0663271,60,Female,West,Home,4197.56,51972.38,1280.25,Theft,453,67.43,No,Approved,765.32
CLM034723,CUST011213,POL0548355,46,Female,West,Life,3044.32,68234.79,15857.03,Theft,409,52.38,No,Approved,14675.32
CLM034724,CUST001090,POL0140528,40,Female,North,Life,4681.82,77707.39,26708.16,Theft,306,29.23,No,Approved,18739.0
CLM034725,CUST005419,POL0806379,28,Male,West,Auto,2539.36,53781.2,22089.87,Property,784,70.4,No,Approved,13608.18
CLM034726,CUST008719,POL0386824,43,Male,East,Auto,391.49,45774.27,35719.57,Theft,481,36.62,No,Approved,34414.38
CLM034727,CUST010997,POL0689247,20,Female,West,Auto,2404.72,11062.22,43622.21,Medical,843,99.53,Yes,Under Review,32078.5
CLM034728,CUST007681,POL0273082,46,Male,East,Life,2356.72,25264.34,25667.1,Property,759,99.42,Yes,Under Review,25194.37
CLM034729,CUST001955,POL0553873,41,Female,South,Auto,3535.88,78363.81,44293.55,Theft,618,78.29,Yes,Under Review,29821.14
CLM034730,CUST016232,POL0779941,41,Female,North,Home,780.82,85869.28,37353.4,Accident,836,66.69,No,Rejected,25961.07
CLM034731,CUST004847,POL0477950,61,Female,North,Health,3903.34,38862.75,48534.92,Accident,731,74.66,No,Approved,27293.12
CLM034732,CUST008868,POL0863398,39,Female,South,Auto,1679.98,94417.33,37360.83,Theft,344,27.86,No,Approved,34098.6
CLM034733,CUST010991,POL0104050,41,Male,East,Life,2778.6,55846.36,31330.6,Medical,390,73.3,No,Approved,20949.59
CLM034734,CUST011270,POL0549110,47,Female,South,Life,1186.98,61144.05,25549.33,Property,339,38.75,No,Rejected,14919.59
CLM034735,CUST018180,POL0258429,74,Female,North,Auto,1828.08,55720.59,40553.55,Accident,657,3.12,No,Approved,25183.28
CLM034736,CUST015467,POL0194722,48,Male,West,Auto,3392.49,93026.79,36931.21,Medical,324,77.21,Yes,Under Review,18692.12
CLM034737,CUST001118,POL0258350,18,Female,West,Home,344.23,63213.76,8356.79,Theft,430,71.82,No,Approved,8206.17
CLM034738,CUST014970,POL0052952,59,Male,East,Life,2807.89,14048.42,18163.11,Accident,603,49.26,No,Approved,10694.81
CLM034739,CUST015554,POL0088857,33,Male,East,Auto,1771.73,60721.56,3589.12,Medical,621,20.03,No,Approved,2003.04
CLM034740,CUST011640,POL0165272,60,Male,South,Life,4032.06,99606.78,12431.4,Theft,443,66.15,No,Approved,9682.48
CLM034741,CUST019310,POL0653415,48,Female,East,Auto,4806.59,22994.12,17713.65,Medical,492,7.83,No,Approved,15748.39
CLM034742,CUST000734,POL0875916,29,Female,West,Auto,3207.92,10281.04,25730.19,Medical,804,37.68,No,Approved,21171.21
CLM034743,CUST011275,POL0795446,56,Female,North,Life,4634.75,72315.83,24553.92,Medical,396,32.9,No,Approved,13805.76
CLM034744,CUST014637,POL0106211,36,Female,West,Auto,2829.49,97833.05,2196.44,Property,655,14.83,No,Approved,1244.96
CLM034745,CUST002170,POL0557946,66,Female,South,Health,4345.98,22334.64,6102.3,Property,443,34.01,No,Approved,4143.56
CLM034746,CUST010838,POL0450093,50,Female,North,Life,3108.41,22744.67,47130.9,Accident,509,56.35,No,Approved,34751.76
CLM034747,CUST006753,POL0587747,47,Female,East,Life,480.03,27038.25,4565.2,Property,724,31.65,No,Approved,3568.5
CLM034748,CUST011050,POL0465933,26,Male,West,Home,3953.17,95564.12,31030.37,Medical,525,45.7,No,Approved,18123.54
CLM034749,CUST012225,POL0568291,67,Male,East,Auto,568.92,87148.41,27327.24,Property,705,66.89,No,Approved,17943.73
CLM034750,CUST008441,POL0601023,51,Female,West,Home,228.06,7700.8,14238.5,Accident,433,70.17,No,Approved,7179.39
CLM034751,CUST019456,POL0127559,39,Male,South,Auto,2299.76,50545.27,14656.25,Medical,813,52.68,No,Approved,10965.58
CLM034752,CUST004380,POL0873616,60,Male,West,Life,1343.61,42739.09,28837.6,Accident,530,23.26,No,Rejected,23840.4
CLM034753,CUST009359,POL0249542,43,Female,West,Home,2219.21,84572.29,12029.03,Medical,300,38.7,No,Approved,6586.15
CLM034754,CUST006928,POL0567060,28,Female,West,Health,599.2,26778.94,43225.1,Property,454,2.63,No,Approved,42001.22
CLM034755,CUST005743,POL0358990,23,Male,West,Auto,865.96,74923.2,12706.84,Accident,664,27.96,No,Approved,7996.67
CLM034756,CUST009225,POL0114658,39,Male,North,Life,3613.82,46818.2,37979.81,Property,631,56.07,No,Rejected,23705.83
CLM034757,CUST005539,POL0364388,34,Male,North,Home,2793.03,93436.85,5910.11,Theft,823,1.22,No,Approved,3951.51
CLM034758,CUST008962,POL0576429,58,Male,North,Life,1247.9,41010.69,12793.82,Accident,779,53.78,No,Rejected,9345.15
CLM034759,CUST001789,POL0280554,66,Male,East,Auto,3104.93,11559.02,44931.15,Accident,414,71.52,No,Approved,27634.24
CLM034760,CUST019095,POL0513026,60,Female,South,Health,1091.01,78017.44,38946.62,Property,359,91.07,Yes,Under Review,22346.92
CLM034761,CUST000656,POL0201666,31,Male,West,Life,3291.05,31359.47,25413.79,Property,775,63.92,No,Rejected,21158.12
CLM034762,CUST018786,POL0076225,72,Female,North,Life,4174.46,96454.72,9639.66,Medical,664,92.44,Yes,Under Review,9549.3
CLM034763,CUST015290,POL0578077,72,Male,East,Life,2294.07,9761.29,12754.16,Accident,570,91.4,Yes,Under Review,8588.71
CLM034764,CUST012050,POL0638434,72,Female,South,Life,2356.9,32216.87,17232.44,Accident,399,14.58,No,Approved,9096.49
CLM034765,CUST010243,POL0194327,22,Female,North,Life,960.19,92118.89,37593.47,Medical,525,44.43,No,Approved,24041.24
CLM034766,CUST015032,POL0282054,29,Female,South,Home,1359.63,92167.83,23702.44,Theft,689,83.61,Yes,Under Review,13216.54
CLM034767,CUST005595,POL0011115,27,Male,West,Health,1938.64,25573.2,10189.5,Accident,392,4.83,No,Approved,8800.1
CLM034768,CUST004226,POL0597547,45,Female,East,Health,4177.78,10329.17,39063.6,Theft,730,60.57,No,Approved,31249.25
CLM034769,CUST014465,POL0073887,38,Male,South,Auto,928.55,7854.85,45263.0,Accident,768,55.0,No,Approved,29106.58
CLM034770,CUST006340,POL0469617,49,Female,East,Home,2293.13,23805.63,34408.57,Accident,596,13.38,No,Approved,20128.43
CLM034771,CUST016795,POL0012598,34,Male,West,Life,261.21,19464.26,5311.75,Accident,575,69.4,No,Approved,4669.82
CLM034772,CUST009250,POL0113994,30,Male,North,Life,2813.65,26298.48,31002.57,Medical,762,80.0,Yes,Under Review,24695.88
CLM034773,CUST000485,POL0363244,45,Male,South,Auto,4913.59,58303.34,26872.4,Medical,316,73.94,No,Approved,26653.55
CLM034774,CUST007340,POL0895017,56,Female,East,Health,3034.54,39152.31,20834.45,Property,576,19.58,No,Approved,15162.56
CLM034775,CUST008314,POL0081145,48,Female,North,Home,4498.88,78323.06,9021.37,Property,395,57.39,No,Approved,4722.84
CLM034776,CUST002742,POL0097076,58,Female,East,Auto,769.16,57321.56,6030.86,Theft,486,59.74,No,Approved,4837.43
CLM034777,CUST010072,POL0247237,59,Female,East,Health,646.61,50034.9,44712.36,Accident,420,28.4,No,Approved,24579.68
CLM034778,CUST010256,POL0524322,69,Male,North,Health,369.5,78719.18,31393.97,Property,327,82.2,Yes,Under Review,18922.01
CLM034779,CUST016239,POL0519907,75,Male,North,Home,827.27,85831.05,12094.21,Property,388,28.43,No,Rejected,8329.31
CLM034780,CUST012538,POL0164331,76,Female,East,Home,224.13,59378.11,20252.76,Property,386,99.49,Yes,Under Review,18989.3
CLM034781,CUST000142,POL0177314,47,Male,North,Auto,1821.66,33060.72,9175.68,Accident,325,90.94,Yes,Under Review,5321.77
CLM034782,CUST017410,POL0032543,78,Female,West,Auto,4311.88,72844.54,7683.17,Property,831,31.09,No,Approved,4469.21
CLM034783,CUST007417,POL0553380,31,Female,West,Life,2698.99,57435.97,13536.36,Property,521,50.91,No,Approved,8464.84
CLM034784,CUST014680,POL0144436,41,Male,South,Auto,646.07,63877.77,26197.11,Medical,713,28.1,No,Approved,15359.8
CLM034785,CUST010616,POL0514990,76,Male,West,Life,4875.67,53444.96,25576.25,Accident,551,46.7,No,Approved,23638.48
CLM034786,CUST015540,POL0265247,49,Male,South,Auto,4078.64,59981.03,49854.87,Accident,608,14.97,No,Approved,38008.57
CLM034787,CUST009811,POL0071803,46,Male,South,Life,685.75,83704.87,13146.57,Theft,564,77.92,Yes,Under Review,8408.81
CLM034788,CUST018499,POL0297511,42,Female,West,Auto,4586.12,32911.79,47929.69,Medical,398,93.67,Yes,Under Review,35532.98
CLM034789,CUST004732,POL0421429,57,Female,West,Life,4507.62,54210.5,24040.32,Accident,776,17.95,No,Approved,19515.76
CLM034790,CUST002105,POL0109645,18,Female,North,Life,2175.36,68525.13,26060.98,Accident,485,28.49,No,Approved,25703.17
CLM034791,CUST006397,POL0572728,36,Male,South,Life,3542.73,84024.48,9187.77,Theft,578,14.68,No,Approved,8048.16
CLM034792,CUST018128,POL0223216,50,Male,North,Auto,1898.82,73830.35,3455.76,Theft,411,83.41,Yes,Under Review,3381.4
CLM034793,CUST010317,POL0604145,23,Male,North,Life,1977.64,90594.49,44168.14,Accident,422,28.31,No,Approved,40301.67
CLM034794,CUST012386,POL0019100,28,Male,North,Health,1707.54,21576.68,24602.45,Property,747,63.07,No,Approved,23271.02
CLM034795,CUST001873,POL0122993,32,Female,East,Auto,2450.75,27960.07,5330.52,Theft,769,83.12,Yes,Under Review,3949.9
CLM034796,CUST017291,POL0163388,59,Female,West,Health,2592.07,44209.17,36493.5,Property,621,45.65,No,Approved,31942.6
CLM034797,CUST002856,POL0017533,21,Female,South,Home,4891.12,17976.55,45790.4,Property,476,83.88,Yes,Under Review,39038.04
CLM034798,CUST012616,POL0174906,68,Female,North,Life,3630.18,27989.74,10665.72,Property,410,37.65,No,Approved,10196.92
CLM034799,CUST015635,POL0343552,71,Female,East,Health,2965.56,41334.43,37407.51,Theft,625,30.29,No,Approved,31134.14
CLM034800,CUST010021,POL0067558,32,Female,East,Life,4102.88,97291.99,19107.49,Property,329,58.45,No,Approved,11257.73
CLM034801,CUST018858,POL0613133,69,Female,North,Health,2811.33,86010.97,30478.86,Theft,403,45.32,No,Approved,26502.62
CLM034802,CUST009962,POL0155803,67,Female,South,Life,2937.16,63724.47,25292.23,Theft,642,67.34,No,Approved,13732.18
CLM034803,CUST001244,POL0810087,43,Female,West,Life,3620.98,67602.63,34948.84,Property,525,8.75,No,Approved,26723.85
CLM034804,CUST012544,POL0065351,43,Female,East,Life,4605.33,13739.51,47562.81,Medical,801,11.32,No,Approved,36849.36
CLM034805,CUST003421,POL0660126,36,Female,West,Auto,2972.05,64293.13,17900.63,Accident,545,62.63,No,Approved,14112.15
CLM034806,CUST015212,POL0057502,35,Male,North,Auto,2245.44,34505.36,47015.85,Accident,322,98.85,Yes,Under Review,24852.15
CLM034807,CUST010698,POL0235326,66,Female,South,Health,4482.27,28219.46,33832.31,Property,769,18.16,No,Approved,25262.06
CLM034808,CUST004594,POL0670702,39,Female,East,Home,545.11,57517.76,21459.64,Theft,587,66.73,No,Approved,17174.23
CLM034809,CUST016147,POL0720630,56,Male,North,Health,3186.01,97951.31,15346.42,Medical,848,66.06,No,Approved,9496.88
CLM034810,CUST017452,POL0871764,74,Male,East,Home,4454.82,44123.43,20670.63,Theft,320,44.06,No,Rejected,18122.84
CLM034811,CUST003751,POL0328953,74,Female,West,Health,3055.01,55918.62,21652.17,Property,314,18.59,No,Approved,15137.72
CLM034812,CUST010329,POL0542101,54,Female,South,Auto,4368.42,26929.33,41532.76,Property,556,92.93,Yes,Under Review,32537.59
CLM034813,CUST006562,POL0539253,56,Female,East,Health,1818.04,60776.51,16663.81,Theft,576,66.83,No,Approved,8656.71
CLM034814,CUST007951,POL0564938,35,Male,South,Auto,4369.05,56647.62,14058.69,Medical,745,48.52,No,Approved,12626.34
CLM034815,CUST010546,POL0460950,57,Male,North,Auto,3243.68,75444.78,8495.36,Medical,567,91.84,Yes,Under Review,5660.83
CLM034816,CUST014610,POL0040283,28,Male,West,Auto,1332.32,72748.15,37924.07,Property,742,74.01,No,Approved,26888.15
CLM034817,CUST015505,POL0285428,53,Female,North,Health,4800.69,36421.97,28509.5,Theft,551,69.05,No,Approved,18646.03
CLM034818,CUST010129,POL0333865,59,Female,North,Home,2705.14,6250.54,12477.47,Theft,448,70.94,No,Approved,11817.87
CLM034819,CUST016235,POL0236961,61,Female,East,Home,4671.33,32920.04,32955.46,Theft,660,93.63,Yes,Under Review,31948.2
CLM034820,CUST000171,POL0248467,66,Male,East,Auto,596.66,15289.66,12126.43,Property,834,80.73,Yes,Under Review,7096.09
CLM034821,CUST012490,POL0251632,28,Female,North,Home,3378.37,82459.61,26726.77,Property,664,34.04,No,Approved,14646.74
CLM034822,CUST012228,POL0109702,77,Female,South,Auto,361.01,17730.1,49057.96,Theft,744,70.14,No,Rejected,42334.23
CLM034823,CUST006590,POL0324508,66,Female,North,Home,4665.11,99151.64,38771.28,Theft,618,72.46,No,Approved,25442.79
CLM034824,CUST006315,POL0315837,27,Male,West,Home,229.9,56437.29,32519.54,Property,489,41.14,No,Approved,19983.1
CLM034825,CUST018512,POL0758276,34,Female,North,Life,3092.29,81557.52,43550.34,Property,462,58.98,No,Approved,29935.27
CLM034826,CUST016737,POL0795250,36,Male,South,Life,4316.67,62393.03,49218.81,Theft,510,8.35,No,Rejected,36512.97
CLM034827,CUST005360,POL0608530,61,Male,South,Life,2219.46,65638.37,10521.33,Theft,376,29.46,No,Approved,8834.75
CLM034828,CUST003555,POL0783006,52,Male,North,Life,2864.46,77467.33,36096.0,Theft,465,68.59,No,Approved,30830.47
CLM034829,CUST007828,POL0515566,72,Female,East,Auto,1642.67,44198.13,41497.42,Medical,633,19.83,No,Approved,31420.21
CLM034830,CUST012040,POL0426448,68,Male,South,Home,2767.79,88624.93,35894.31,Accident,461,42.57,No,Rejected,20357.78
CLM034831,CUST005572,POL0136534,29,Male,North,Life,4025.74,58596.12,44426.39,Accident,692,58.54,No,Approved,43135.61
CLM034832,CUST007323,POL0391699,72,Male,West,Life,644.31,40328.95,525.72,Accident,311,71.92,No,Approved,362.31
CLM034833,CUST010446,POL0321337,21,Female,East,Auto,1235.41,18494.02,6673.7,Accident,351,19.68,No,Rejected,4282.78
CLM034834,CUST002832,POL0481542,59,Male,North,Home,4122.37,64007.38,17539.52,Medical,522,57.95,No,Approved,12569.42
CLM034835,CUST006390,POL0281102,30,Male,West,Home,4071.65,41192.9,44507.25,Accident,555,29.08,No,Approved,30904.31
CLM034836,CUST015966,POL0394565,25,Female,South,Auto,1199.94,53352.83,16765.14,Property,769,21.87,No,Approved,10974.19
CLM034837,CUST001408,POL0689153,32,Female,West,Health,2486.64,39622.48,38974.12,Theft,563,41.81,No,Approved,22519.26
CLM034838,CUST010281,POL0254069,47,Male,East,Health,3704.69,61025.62,9839.85,Medical,768,85.81,Yes,Under Review,8463.9
CLM034839,CUST011154,POL0144200,23,Female,North,Life,4620.55,69245.3,37052.42,Medical,552,20.37,No,Approved,22622.15
CLM034840,CUST011708,POL0086858,47,Female,East,Home,2409.76,85978.5,18931.83,Medical,335,30.09,No,Approved,13215.11
CLM034841,CUST005608,POL0323825,39,Male,West,Auto,3073.65,32424.11,49725.42,Medical,573,25.43,No,Approved,40187.76
CLM034842,CUST006599,POL0761594,27,Male,North,Life,3071.75,10908.56,7569.6,Accident,741,23.27,No,Approved,4821.77
CLM034843,CUST002617,POL0471704,51,Female,North,Health,4018.47,46672.29,49255.01,Medical,753,6.06,No,Approved,31933.72
CLM034844,CUST018463,POL0518798,58,Female,West,Auto,759.59,83958.37,4445.47,Accident,388,99.7,Yes,Under Review,2285.26
CLM034845,CUST017139,POL0889967,39,Female,East,Life,3015.17,70510.59,37317.83,Property,427,94.62,Yes,Under Review,31091.52
CLM034846,CUST007112,POL0607880,20,Female,West,Auto,1429.95,54220.69,5853.59,Medical,520,41.07,No,Approved,3622.27
CLM034847,CUST006900,POL0211310,25,Male,South,Health,3400.74,98692.86,12207.15,Medical,699,96.13,Yes,Under Review,9348.52
CLM034848,CUST018308,POL0059293,36,Female,West,Auto,1935.28,38739.83,40179.42,Theft,711,57.68,No,Approved,21919.84
CLM034849,CUST016003,POL0422649,46,Female,East,Health,2821.83,15751.04,12079.52,Accident,602,53.68,No,Approved,10500.77
CLM034850,CUST010957,POL0849265,72,Female,West,Home,3729.46,5361.81,14331.81,Medical,417,56.36,No,Approved,11696.53
CLM034851,CUST002631,POL0105486,66,Female,East,Health,1890.71,74795.18,19678.09,Medical,807,19.57,No,Approved,14209.05
CLM034852,CUST009564,POL0350801,72,Male,South,Health,974.68,46430.6,37794.02,Theft,712,83.16,Yes,Under Review,25753.63
CLM034853,CUST010022,POL0220546,33,Male,North,Life,620.4,84654.16,11303.57,Medical,755,50.81,No,Approved,8380.68
CLM034854,CUST000332,POL0780968,23,Male,North,Home,4270.41,83849.89,6562.44,Property,555,41.27,No,Approved,5425.87
CLM034855,CUST006269,POL0525211,65,Male,North,Auto,2336.58,19314.4,48115.71,Theft,393,12.44,No,Approved,42605.64
CLM034856,CUST018923,POL0604299,73,Female,South,Life,3418.17,94150.83,11370.22,Theft,529,60.24,No,Approved,7023.6
CLM034857,CUST010705,POL0117477,69,Male,East,Auto,4075.77,55972.03,18063.05,Property,654,77.87,Yes,Under Review,14435.21
CLM034858,CUST008363,POL0201178,60,Male,West,Health,4516.44,60312.01,35553.68,Accident,722,45.66,No,Approved,23817.63
CLM034859,CUST018007,POL0135036,53,Female,East,Life,4323.91,59614.05,39495.91,Medical,757,21.95,No,Approved,19798.47
CLM034860,CUST009888,POL0081831,74,Male,South,Health,3673.75,51271.56,891.15,Medical,613,14.57,No,Approved,816.16
CLM034861,CUST012016,POL0838245,43,Male,South,Life,2554.87,19874.95,38653.48,Medical,730,58.4,No,Approved,21927.57
CLM034862,CUST007111,POL0328380,72,Male,West,Home,3631.75,44496.5,41962.44,Property,464,95.87,Yes,Under Review,31207.88
CLM034863,CUST016878,POL0111187,73,Male,West,Auto,336.08,97999.58,8018.61,Accident,832,42.22,No,Rejected,4238.88
CLM034864,CUST001806,POL0295844,66,Male,South,Health,364.69,93840.43,3546.11,Accident,324,87.07,Yes,Under Review,3163.25
CLM034865,CUST006614,POL0323897,60,Female,North,Auto,2086.38,26044.08,18266.77,Medical,405,15.91,No,Approved,18103.25
CLM034866,CUST010797,POL0370609,35,Male,West,Home,4566.03,90300.05,6045.38,Theft,438,35.86,No,Approved,5844.8
CLM034867,CUST008145,POL0876851,56,Male,South,Auto,1201.9,74523.95,615.3,Accident,837,87.4,Yes,Under Review,518.67
CLM034868,CUST011589,POL0178291,29,Male,North,Auto,1749.82,97410.79,18391.06,Theft,420,30.43,No,Approved,10008.02
CLM034869,CUST010508,POL0861224,52,Male,South,Health,2558.18,61433.61,11605.58,Accident,693,22.79,No,Approved,7128.45
CLM034870,CUST000447,POL0399145,73,Male,East,Auto,308.32,91755.87,32690.04,Theft,794,64.34,No,Approved,26951.89
CLM034871,CUST012973,POL0797033,20,Male,North,Auto,4731.06,56838.84,14161.37,Property,513,15.97,No,Approved,9439.88
CLM034872,CUST013883,POL0196015,55,Female,South,Auto,3305.5,80301.47,37204.27,Accident,758,30.1,No,Approved,29620.8
CLM034873,CUST007836,POL0006306,68,Male,South,Life,2809.1,30160.65,33937.36,Theft,554,31.37,No,Approved,33796.26
CLM034874,CUST018963,POL0307217,22,Male,North,Health,3730.58,49021.98,28894.03,Medical,549,99.62,Yes,Under Review,15407.68
CLM034875,CUST002484,POL0156359,24,Female,South,Life,520.63,40220.53,3164.49,Medical,580,80.17,Yes,Under Review,1898.74
CLM034876,CUST001811,POL0186931,49,Female,South,Home,2972.08,83118.06,16344.73,Medical,826,27.51,No,Approved,13074.0
CLM034877,CUST016628,POL0131936,71,Male,West,Life,1617.03,59387.27,6746.01,Property,531,84.24,Yes,Under Review,3396.57
CLM034878,CUST006922,POL0052056,43,Female,North,Health,1193.54,31094.26,33913.83,Property,407,21.75,No,Approved,17605.45
CLM034879,CUST005806,POL0253764,33,Male,West,Home,4038.68,51638.18,28255.67,Theft,574,4.13,No,Approved,16109.32
CLM034880,CUST001503,POL0039145,40,Female,East,Auto,4489.25,11525.48,1581.75,Property,327,82.54,Yes,Under Review,965.28
CLM034881,CUST014075,POL0273671,25,Male,East,Auto,1194.03,11168.0,27164.17,Theft,667,87.48,Yes,Under Review,24238.77
CLM034882,CUST009624,POL0702572,59,Male,North,Auto,3172.25,72502.04,7282.02,Medical,359,38.44,No,Approved,3726.42
CLM034883,CUST014754,POL0260560,22,Female,North,Home,4481.87,41213.96,41378.28,Medical,436,28.66,No,Rejected,26671.09
CLM034884,CUST011305,POL0227933,77,Male,East,Auto,3024.28,11608.1,49366.47,Theft,372,51.58,No,Approved,46993.25
CLM034885,CUST005558,POL0111724,28,Male,South,Health,2658.33,70405.06,39812.11,Theft,602,71.1,No,Approved,35234.28
CLM034886,CUST013007,POL0144334,50,Male,East,Home,2641.25,63519.87,27868.82,Medical,751,32.0,No,Approved,27770.91
CLM034887,CUST014855,POL0783380,65,Male,West,Health,4901.12,53874.68,44860.64,Medical,443,19.45,No,Approved,41157.51
CLM034888,CUST006717,POL0444741,28,Male,North,Auto,3523.0,69777.68,33757.58,Property,303,35.96,No,Approved,29902.12
CLM034889,CUST017594,POL0886481,68,Female,South,Auto,3361.63,54154.83,18754.73,Property,392,21.16,No,Approved,16874.19
CLM034890,CUST003859,POL0839810,30,Female,North,Home,4722.98,58012.35,30138.41,Theft,523,56.12,No,Approved,19587.22
CLM034891,CUST001011,POL0050096,27,Female,South,Auto,2779.14,22179.46,36218.48,Accident,321,43.6,No,Approved,29638.35
CLM034892,CUST010377,POL0601248,41,Female,North,Health,4014.18,35509.91,20411.03,Accident,604,23.93,No,Approved,14938.55
CLM034893,CUST016455,POL0147375,42,Male,South,Auto,1698.44,49651.74,35448.0,Accident,396,14.18,No,Rejected,21234.83
CLM034894,CUST008464,POL0814982,73,Male,East,Health,912.84,37691.11,6398.46,Medical,657,24.3,No,Approved,4477.42
CLM034895,CUST019451,POL0258118,64,Female,West,Life,4556.48,20990.89,5454.54,Theft,842,94.18,Yes,Under Review,3953.76
CLM034896,CUST008355,POL0806414,72,Female,South,Auto,2250.84,41360.78,8392.78,Medical,701,30.76,No,Approved,5747.63
CLM034897,CUST010472,POL0213573,30,Female,South,Auto,4334.93,97604.06,45229.63,Property,723,31.04,No,Approved,29086.12
CLM034898,CUST014445,POL0620463,74,Male,West,Life,3739.13,79084.22,7798.83,Medical,666,94.89,Yes,Under Review,4927.84
CLM034899,CUST014143,POL0020809,19,Male,North,Life,1033.68,71019.29,40049.0,Accident,352,37.72,No,Approved,27907.89
CLM034900,CUST016311,POL0658304,62,Female,East,Life,4471.75,27342.51,38253.76,Medical,409,88.87,Yes,Under Review,26191.87
CLM034901,CUST014374,POL0614545,52,Female,North,Life,1936.96,93998.4,44469.75,Theft,619,37.04,No,Approved,24816.96
CLM034902,CUST006153,POL0123156,65,Male,North,Auto,1396.95,98365.52,29386.71,Theft,815,48.03,No,Approved,25490.75
CLM034903,CUST014738,POL0395954,24,Female,South,Life,3135.48,22270.67,16126.41,Property,315,28.36,No,Approved,11552.05
CLM034904,CUST010341,POL0496583,61,Female,East,Home,1128.48,59891.36,720.45,Theft,822,6.25,No,Approved,581.13
CLM034905,CUST003599,POL0693404,32,Female,East,Auto,706.36,15895.74,10986.34,Accident,369,49.71,No,Rejected,6029.75
CLM034906,CUST019254,POL0464114,57,Female,North,Health,4009.84,79254.08,35787.2,Medical,546,54.08,No,Approved,33194.86
CLM034907,CUST017592,POL0419309,41,Male,North,Health,4891.35,88345.76,32311.7,Accident,565,51.82,No,Approved,23364.29
CLM034908,CUST006432,POL0767450,18,Female,North,Auto,3099.79,79535.31,22991.73,Property,680,67.05,No,Rejected,16858.19
CLM034909,CUST006476,POL0500213,28,Male,North,Auto,3460.23,46339.76,9479.79,Property,456,33.94,No,Approved,9230.86
CLM034910,CUST006408,POL0109290,65,Female,West,Auto,1709.06,70182.6,29839.79,Medical,458,80.72,Yes,Under Review,16117.98
CLM034911,CUST011428,POL0421717,36,Male,South,Health,1976.4,5631.97,37285.99,Medical,639,46.84,No,Approved,24827.88
CLM034912,CUST003882,POL0193574,65,Female,North,Health,252.18,19984.95,24263.46,Accident,528,58.35,No,Rejected,16638.54
CLM034913,CUST011920,POL0349973,69,Male,North,Home,479.33,81499.6,29605.74,Accident,329,66.09,No,Approved,26783.77
CLM034914,CUST004178,POL0828062,20,Male,East,Life,2507.66,17722.0,45226.87,Property,341,2.09,No,Approved,34629.52
CLM034915,CUST001703,POL0222751,31,Female,West,Auto,571.01,87220.38,12398.75,Medical,301,79.6,Yes,Under Review,8579.98
CLM034916,CUST003160,POL0847517,75,Male,South,Health,1643.66,90330.0,21482.69,Theft,672,80.19,Yes,Under Review,14965.78
CLM034917,CUST017899,POL0192152,70,Male,East,Home,2956.62,60968.68,28290.77,Accident,658,28.47,No,Rejected,18921.87
CLM034918,CUST006609,POL0400417,24,Female,West,Home,1809.02,19688.56,33361.98,Property,612,85.53,Yes,Under Review,30756.35
CLM034919,CUST013153,POL0432861,76,Male,North,Auto,4968.26,29133.28,48452.92,Theft,515,22.12,No,Approved,44966.59
CLM034920,CUST015708,POL0611958,20,Female,West,Auto,3844.65,18035.68,19735.08,Medical,300,4.25,No,Approved,14258.41
CLM034921,CUST006126,POL0091664,27,Male,West,Health,728.1,64492.54,40842.98,Theft,338,7.34,No,Approved,33139.57
CLM034922,CUST013308,POL0817422,26,Female,South,Health,3614.53,6975.75,7526.28,Medical,826,46.04,No,Approved,7471.86
CLM034923,CUST016801,POL0109574,74,Female,West,Health,800.85,36384.41,36054.47,Property,585,39.62,No,Approved,25132.39
CLM034924,CUST012241,POL0432872,52,Female,South,Health,3958.16,80720.73,46612.17,Theft,732,38.83,No,Approved,28940.18
CLM034925,CUST010190,POL0493664,59,Male,West,Auto,3611.63,99472.2,7431.92,Medical,536,13.37,No,Approved,6284.05
CLM034926,CUST007066,POL0234305,71,Female,South,Auto,4146.48,77414.26,29602.88,Theft,642,29.35,No,Rejected,17394.38
CLM034927,CUST000424,POL0234576,27,Male,West,Health,3281.62,32729.11,11353.53,Theft,325,29.94,No,Rejected,6132.63
CLM034928,CUST018901,POL0437690,54,Male,South,Life,553.65,13033.09,17739.9,Medical,541,66.13,No,Approved,15397.22
CLM034929,CUST013470,POL0601503,52,Female,North,Home,4593.84,96110.51,20489.37,Property,708,15.19,No,Approved,16081.37
