Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount,Claim_Date,Handled_By_Staff_ID,Identity_Changed_Flag,KYC_Update_Date,Days_KYC_To_Claim,Enriched_Address_Change_Flag,Enriched_Past_Claims_Count,Enriched_Witness_Present,Enriched_Police_Report_Filed,Enriched_Safety_Rating,Enriched_Days_Open,Enriched_Form_Defects_Count,Enriched_Claim_Channel
CLM049143,CUST000871,POL0880931,19,Male,North,Health,2370.54,21045.11,35161.74,Medical,807,29.22,No,Approved,22499.18,2025-05-28 20:35:26.381044,AGENT00229,0,,,1,2,0,1,93,12.43319627,4,Broker
CLM049144,CUST002294,POL0211846,73,Female,West,Life,3639.4,83307.32,41719.84,Accident,513,22.7,No,Approved,23813.7,2025-08-24 20:35:26.381047,AGENT00676,0,,,1,1,0,1,87,10.21038391,2,Broker
CLM049145,CUST010772,POL0106293,40,Male,West,Auto,584.72,11525.81,3776.29,Medical,495,27.43,No,Approved,2255.95,2025-02-28 20:35:26.381049,AGENT00985,0,,,0,0,0,0,72,9.584462493,5,Broker
CLM049146,CUST003474,POL0502132,43,Female,North,Health,4060.75,20211.88,32602.84,Property,445,27.89,No,Approved,30144.95,2026-06-08 20:35:26.381051,AGENT00052,0,,,1,0,1,1,84,4.713196757,7,Online
CLM049147,CUST013519,POL0037393,72,Female,South,Life,1683.22,84672.19,27529.86,Medical,708,35.49,No,Approved,27464.5,2025-07-05 20:35:26.381053,AGENT00518,1,2025-06-15 20:35:26.381053,20.0,1,0,0,1,91,10.54982089,6,Broker
CLM049148,CUST019555,POL0776422,25,Male,East,Health,3419.64,60443.08,33996.32,Medical,698,63.36,No,Rejected,27013.71,2025-11-18 20:35:26.381056,AGENT00054,0,,,1,0,0,1,67,11.20283015,7,Phone
CLM049149,CUST004070,POL0585426,33,Male,East,Health,3725.73,41465.06,6536.17,Property,548,42.15,No,Rejected,6528.38,2024-11-28 20:35:26.381058,AGENT00305,0,,,0,1,0,0,87,9.926624406,2,Broker
CLM049150,CUST015529,POL0834152,54,Female,West,Life,1014.8,92137.39,30046.34,Property,582,50.07,No,Approved,29057.19,2025-08-02 20:35:26.381060,AGENT00120,0,,,0,0,0,0,85,11.94687057,3,Broker
CLM049151,CUST017507,POL0545149,64,Male,South,Home,2455.67,27151.13,36942.29,Property,430,40.86,No,Rejected,20825.67,2025-01-28 20:35:26.381062,AGENT01159,0,,,0,2,1,1,84,9.368459809,7,Broker
CLM049152,CUST008233,POL0686600,35,Male,East,Auto,1430.99,57297.21,20672.55,Theft,434,65.64,No,Approved,19561.54,2025-12-05 20:35:26.381064,AGENT00220,0,,,0,0,0,1,90,3.540715043,4,Online
CLM049153,CUST000832,POL0842189,50,Male,West,Home,2292.52,14771.27,16600.71,Theft,495,8.01,No,Approved,8362.51,2025-03-07 20:35:26.381067,AGENT00195,0,,,1,0,1,1,88,12.32993396,3,Broker
CLM049154,CUST012618,POL0702971,73,Male,West,Home,2591.16,84276.14,17865.28,Medical,319,58.79,No,Approved,13636.03,2024-10-09 20:35:26.381069,AGENT01172,0,,,1,0,0,0,83,9.056312144,5,Broker
CLM049155,CUST010248,POL0014745,34,Male,East,Home,601.51,41442.41,46271.44,Medical,436,22.83,No,Approved,28324.56,2025-06-21 20:35:26.381071,AGENT00612,0,,,0,0,0,0,67,9.168270317,7,Broker
CLM049156,CUST011345,POL0663092,27,Female,South,Health,526.23,65983.38,22708.28,Theft,402,6.05,No,Approved,12657.03,2024-11-16 20:35:26.381073,AGENT00933,0,,,1,1,0,0,82,8.698213111,2,Broker
CLM049157,CUST001092,POL0534564,62,Male,East,Life,2201.44,34078.38,14369.52,Property,588,0.33,No,Approved,8754.95,2026-02-22 20:35:26.381075,AGENT00409,0,,,0,0,0,1,68,9.483970849,2,Phone
CLM049158,CUST005989,POL0081494,30,Female,East,Life,2061.12,45072.72,36453.45,Theft,792,92.1,Yes,Under Review,32080.83,2025-09-14 20:35:26.381078,AGENT00637,0,,,1,1,0,1,75,10.10636452,5,Broker
CLM049159,CUST017442,POL0497201,20,Female,North,Auto,2336.5,71690.74,39428.45,Theft,413,6.38,No,Approved,22405.98,2025-02-08 20:35:26.381080,AGENT00009,0,,,1,0,0,0,77,8.269341074,2,Phone
CLM049160,CUST015342,POL0306947,46,Female,West,Auto,2781.32,47813.87,45121.65,Medical,348,46.01,No,Approved,23336.54,2024-10-09 20:35:26.381082,AGENT00497,0,,,0,0,0,1,62,7.547102375,3,Phone
CLM049161,CUST016370,POL0606054,27,Female,West,Auto,4820.05,60422.23,12191.19,Accident,846,90.81,Yes,Under Review,6594.99,2025-10-29 20:35:26.381084,AGENT00676,0,,,1,3,1,1,59,6.871558239,6,Broker
CLM049162,CUST013096,POL0339161,68,Male,South,Auto,742.38,95233.51,44714.93,Property,630,11.23,No,Approved,37581.99,2025-05-26 20:35:26.381087,AGENT00610,0,,,0,0,0,1,70,9.45667911,6,Phone
CLM049163,CUST016823,POL0512228,42,Male,South,Auto,2396.85,88872.44,24078.66,Property,417,1.55,No,Approved,23768.38,2025-04-14 20:35:26.381089,AGENT00490,0,,,0,0,0,0,85,10.3332436,1,Broker
CLM049164,CUST006534,POL0398723,74,Male,South,Auto,2988.11,27158.24,3679.87,Theft,788,92.35,Yes,Under Review,3042.57,2025-06-13 20:35:26.381091,AGENT00976,1,2025-06-04 20:35:26.381091,9.0,1,0,0,1,68,11.30325326,8,Broker
CLM049165,CUST016317,POL0731513,66,Female,West,Home,4962.63,45515.48,7832.66,Accident,386,57.19,No,Approved,6434.24,2025-11-08 20:35:26.381093,AGENT00582,0,,,1,0,0,0,62,11.27072442,4,Broker
CLM049166,CUST009953,POL0763348,65,Male,North,Home,457.38,92640.66,27710.18,Medical,338,31.7,No,Approved,23944.75,2024-12-04 20:35:26.381096,AGENT00772,0,,,0,0,1,1,77,9.713563157,5,Broker
CLM049167,CUST019719,POL0808039,48,Male,North,Auto,3636.85,37697.25,30223.93,Accident,691,99.62,Yes,Under Review,28599.18,2024-11-26 20:35:26.381098,AGENT00241,0,,,1,0,0,1,100,9.19072816,3,Phone
CLM049168,CUST010599,POL0646414,56,Female,West,Life,3088.4,89032.02,18722.76,Accident,826,98.93,Yes,Under Review,16985.44,2026-03-10 20:35:26.381100,AGENT01055,1,2026-03-07 20:35:26.381100,3.0,1,0,0,0,88,10.35367568,2,Broker
CLM049169,CUST015632,POL0311673,35,Male,East,Life,4387.33,51069.51,5743.24,Theft,634,94.34,Yes,Under Review,4186.48,2026-05-23 20:35:26.381102,AGENT00447,0,,,0,0,1,0,91,7.759036575,3,Broker
CLM049170,CUST011587,POL0645649,34,Female,North,Life,2463.99,48913.68,23073.87,Medical,655,92.67,Yes,Under Review,20587.78,2026-02-09 20:35:26.381104,AGENT00559,0,,,1,0,1,1,79,8.248503469,3,Phone
CLM049171,CUST002486,POL0298734,23,Female,North,Home,635.25,42773.99,46460.94,Medical,570,49.94,No,Approved,23379.58,2026-03-09 20:35:26.381107,AGENT00442,0,,,1,1,0,1,52,8.636322709,3,Broker
CLM049172,CUST016911,POL0381084,74,Female,East,Health,484.67,79002.25,36877.38,Theft,724,19.03,No,Approved,23742.69,2026-02-06 20:35:26.381109,AGENT01087,0,,,0,0,0,1,89,10.19708541,4,Broker
CLM049173,CUST019102,POL0313983,54,Male,South,Life,2020.83,10224.27,14679.25,Theft,529,45.86,No,Rejected,13096.78,2025-03-29 20:35:26.381111,AGENT01093,0,,,0,2,0,1,60,7.766829663,2,Phone
CLM049174,CUST014516,POL0169212,44,Male,North,Home,820.97,30529.22,29528.96,Theft,407,78.94,Yes,Under Review,18521.78,2025-12-20 20:35:26.381113,AGENT00274,1,2025-12-19 20:35:26.381113,1.0,1,1,1,1,66,9.180571971,1,Phone
CLM049175,CUST008305,POL0763767,18,Female,West,Home,881.98,62282.46,9964.41,Medical,633,18.72,No,Approved,6261.77,2025-02-11 20:35:26.381115,AGENT00925,0,,,1,1,1,1,73,4.806653049,2,Online
CLM049176,CUST013623,POL0473360,73,Female,South,Life,3374.6,31057.14,37667.07,Accident,776,70.15,No,Approved,35117.32,2026-03-04 20:35:26.381118,AGENT00135,0,,,0,0,0,1,71,10.35814532,3,Phone
CLM049177,CUST013262,POL0877786,42,Male,North,Life,3873.45,95236.38,7219.02,Accident,797,76.66,Yes,Under Review,4068.2,2025-03-19 20:35:26.381120,AGENT00042,0,,,1,0,0,1,54,4.439506726,1,Online
CLM049178,CUST010306,POL0292576,74,Male,North,Health,4601.7,41177.6,38391.92,Accident,512,71.26,No,Approved,25979.01,2026-07-15 20:35:26.381122,AGENT01027,0,,,0,2,0,1,67,9.030312006,3,Broker
CLM049179,CUST003519,POL0311279,68,Male,East,Home,814.44,41975.37,9002.36,Accident,312,88.37,Yes,Under Review,5210.91,2025-10-13 20:35:26.381124,AGENT00171,0,,,0,0,0,1,79,7.644555891,4,Phone
CLM049180,CUST006255,POL0018099,35,Female,East,Life,2359.92,20601.18,42787.92,Property,614,76.48,Yes,Under Review,38947.13,2025-09-09 20:35:26.381126,AGENT00199,1,2025-08-22 20:35:26.381126,18.0,0,1,0,1,80,10.02008462,7,Broker
CLM049181,CUST000350,POL0308381,71,Male,East,Home,4164.31,48469.99,32132.05,Medical,407,71.56,No,Approved,26207.08,2026-05-27 20:35:26.381128,AGENT00736,1,2026-05-15 20:35:26.381128,12.0,1,0,0,1,77,4.759549595,4,Online
CLM049182,CUST002589,POL0144561,54,Female,East,Life,4828.73,19006.27,27474.18,Medical,407,46.94,No,Approved,18731.07,2025-03-29 20:35:26.381131,AGENT01012,0,,,1,0,0,1,67,3.693199771,1,Online
CLM049183,CUST004184,POL0896673,57,Female,North,Home,2071.73,23899.73,42033.11,Accident,455,61.73,No,Approved,34466.31,2026-07-23 20:35:26.381133,AGENT00243,1,2026-07-23 20:35:26.381133,0.0,0,1,0,1,45,8.810744548,2,Phone
CLM049184,CUST001889,POL0409126,59,Male,East,Life,1542.99,34402.53,10529.55,Medical,448,13.26,No,Approved,7580.81,2025-04-28 20:35:26.381149,AGENT00148,0,,,1,0,0,1,63,8.517034731,4,Broker
CLM049185,CUST003437,POL0893836,61,Female,North,Home,424.06,82303.8,34988.96,Theft,382,42.01,No,Rejected,18395.26,2026-08-26 20:35:26.381154,AGENT00104,1,2026-08-26 20:35:26.381154,0.0,1,2,0,0,85,9.031876175,3,Phone
CLM049186,CUST001817,POL0815779,61,Female,East,Auto,2737.38,37020.03,10468.13,Medical,703,69.2,No,Approved,8728.95,2026-02-18 20:35:26.381156,AGENT00035,0,,,1,0,0,1,84,8.279066025,3,Phone
CLM049187,CUST016299,POL0422329,58,Female,West,Home,3329.08,37769.52,19292.0,Theft,558,10.09,No,Approved,12872.6,2024-10-29 20:35:26.381162,AGENT00151,1,2024-10-16 20:35:26.381162,13.0,1,0,1,0,49,9.378883239,4,Broker
CLM049188,CUST014044,POL0573634,19,Male,West,Home,1057.8,45661.07,12092.68,Theft,310,73.06,No,Approved,11564.49,2025-07-07 20:35:26.381164,AGENT01143,0,,,0,2,0,1,71,3.810809714,3,Online
CLM049189,CUST005726,POL0328412,60,Male,South,Life,686.84,29252.6,48150.22,Medical,523,82.35,Yes,Under Review,42490.09,2024-12-30 20:35:26.381166,AGENT00122,1,2024-12-18 20:35:26.381166,12.0,0,2,1,0,69,10.38630959,6,Broker
CLM049190,CUST004721,POL0817439,43,Female,North,Auto,3891.83,94102.04,25188.34,Theft,538,86.19,Yes,Under Review,17536.73,2026-09-15 20:35:26.381169,AGENT00724,1,2026-09-12 20:35:26.381169,3.0,1,5,0,1,84,7.792557841,2,Phone
CLM049191,CUST016901,POL0390166,52,Male,West,Home,4905.45,22804.32,23074.01,Accident,355,17.98,No,Approved,14829.98,2026-06-06 20:35:26.381171,AGENT01115,0,,,0,0,0,0,89,11.77664572,6,Broker
CLM049192,CUST002459,POL0501885,37,Male,West,Health,4592.14,99971.0,39452.95,Accident,395,93.84,Yes,Under Review,36305.29,2024-11-23 20:35:26.381173,AGENT00760,1,2024-11-10 20:35:26.381173,13.0,1,0,0,0,75,10.9013828,2,Broker
CLM049193,CUST013416,POL0203892,24,Female,West,Life,2073.37,87462.62,30634.84,Medical,369,97.75,Yes,Under Review,15842.98,2026-01-22 20:35:26.381176,AGENT00046,0,,,0,4,0,1,86,8.654271606,5,Broker
CLM049194,CUST017122,POL0886093,69,Male,South,Health,4352.36,98388.41,39106.18,Theft,829,72.23,No,Approved,21179.65,2024-12-13 20:35:26.381178,AGENT00721,0,,,1,0,1,1,54,12.24076846,2,Broker
CLM049195,CUST010896,POL0791937,69,Male,North,Health,1332.23,26395.5,16062.28,Property,849,21.2,No,Approved,10799.64,2025-10-15 20:35:26.381180,AGENT01099,0,,,0,0,0,1,83,9.432141427,7,Broker
CLM049196,CUST016367,POL0134230,29,Male,North,Health,1957.27,63037.13,35712.81,Medical,362,11.48,No,Approved,19272.97,2024-11-05 20:35:26.381183,AGENT00402,0,,,0,0,0,1,88,10.6805206,7,Broker
CLM049197,CUST014863,POL0484444,54,Male,East,Health,3959.23,6008.99,21279.45,Medical,478,18.77,No,Approved,10758.33,2025-05-26 20:35:26.381185,AGENT00394,1,2025-05-05 20:35:26.381185,21.0,1,1,1,1,62,11.55002324,5,Broker
CLM049198,CUST018591,POL0420673,63,Male,West,Life,1036.64,80081.7,1407.15,Medical,547,66.93,No,Approved,800.9,2025-04-12 20:35:26.381187,AGENT00308,0,,,1,1,*,1,89,9.262185727,4,Phone
CLM049199,CUST004075,POL0083616,40,Female,East,Life,614.99,21622.49,49462.24,Property,543,78.24,Yes,Under Review,46754.39,2026-08-11 20:35:26.381190,AGENT00586,0,,,1,0,0,1,85,10.17500877,2,Phone
CLM049200,CUST006744,POL0678920,44,Female,South,Life,1799.82,96290.57,28058.59,Property,428,78.64,Yes,Under Review,19182.84,2025-05-11 20:35:26.381192,AGENT00293,1,2025-05-09 20:35:26.381192,2.0,1,0,0,0,87,8.683813876,3,Broker
CLM049201,CUST002826,POL0696825,59,Male,North,Health,4743.77,20332.77,2423.25,Property,585,63.75,No,Approved,1642.89,2024-11-18 20:35:26.381194,AGENT00885,0,,,1,0,0,1,70,8.76504192,7,Phone
CLM049202,CUST014730,POL0356487,25,Male,West,Health,3590.87,92154.16,41341.82,Accident,722,99.68,Yes,Under Review,23774.78,2026-02-15 20:35:26.381196,AGENT00786,0,,,0,2,1,1,69,8.791599582,4,Broker
CLM049203,CUST014106,POL0890173,33,Female,West,Home,2528.9,17148.85,2452.07,Accident,808,0.55,No,Approved,1727.02,2025-10-04 20:35:26.381199,AGENT00486,0,,,1,3,1,1,86,9.105605149,2,Phone
CLM049204,CUST013187,POL0200685,69,Male,North,Home,3692.37,49683.81,37479.02,Theft,741,42.92,No,Approved,27997.7,2025-07-12 20:35:26.381201,AGENT00882,0,,,0,3,0,1,73,8.479153442,1,Broker
CLM049205,CUST014051,POL0604493,72,Female,North,Life,3874.23,68409.95,28277.21,Medical,503,84.13,Yes,Under Review,16754.71,2025-07-02 20:35:26.381203,AGENT00128,1,2025-06-11 20:35:26.381203,21.0,0,0,0,1,79,9.875256554,5,Broker
CLM049206,CUST004764,POL0134610,78,Female,East,Life,1387.66,10525.37,8220.07,Accident,644,64.56,No,Rejected,7930.18,2024-12-14 20:35:26.381205,AGENT00923,1,2024-12-04 20:35:26.381205,10.0,0,0,1,1,65,12.79870267,1,Broker
CLM049207,CUST017021,POL0065187,38,Male,East,Life,1867.35,28970.45,5643.89,Accident,348,91.2,Yes,Under Review,5126.88,2026-03-12 20:35:26.381208,AGENT00732,0,,,1,0,1,0,92,9.502846097,4,Phone
CLM049208,CUST005981,POL0117986,52,Male,West,Auto,256.86,64956.46,18287.13,Theft,370,41.79,No,Approved,16170.84,2026-07-14 20:35:26.381210,AGENT00766,0,,,0,0,0,0,63,10.19168382,8,Broker
CLM049209,CUST008590,POL0523360,73,Male,South,Health,872.29,88973.81,12803.97,Medical,572,86.83,Yes,Under Review,8527.65,2025-07-22 20:35:26.381212,AGENT00083,0,,,1,0,1,0,90,11.76591656,3,Broker
CLM049210,CUST006176,POL0702230,57,Female,West,Home,3782.99,70806.88,11402.63,Medical,466,34.01,No,Approved,6311.43,2025-05-30 20:35:26.381214,AGENT00750,0,,,1,1,1,1,62,10.64798458,5,Broker
CLM049211,CUST017642,POL0785635,49,Female,East,Health,3483.95,44515.11,12338.72,Medical,733,20.42,No,Approved,7758.2,2025-11-20 20:35:26.381216,AGENT00575,0,,,1,0,0,1,82,11.02438553,2,Broker
CLM049212,CUST006015,POL0184541,57,Male,West,Home,1973.55,95715.87,25612.11,Theft,722,8.16,No,Approved,22741.22,2026-07-17 20:35:26.381219,AGENT00566,0,,,0,0,1,0,86,9.527742468,3,Phone
CLM049213,CUST003438,POL0578911,78,Male,South,Auto,4613.38,30006.32,34057.8,Medical,717,16.16,No,Approved,33235.66,2025-12-01 20:35:26.381221,AGENT00402,0,,,0,3,1,1,78,9.096974933,2,Phone
CLM049214,CUST008540,POL0523699,72,Female,East,Health,1843.2,99271.55,14044.47,Accident,543,25.76,No,Rejected,9965.25,2024-11-11 20:35:26.381223,AGENT00010,0,,,0,1,1,1,84,9.494372828,8,Phone
CLM049215,CUST003786,POL0428041,49,Female,West,Health,4058.54,38217.41,8472.33,Theft,758,21.52,No,Approved,4974.55,2026-07-29 20:35:26.381225,AGENT00508,0,,,1,1,0,1,80,7.698424214,4,Broker
CLM049216,CUST016121,POL0705456,41,Male,South,Life,1051.94,22406.74,11152.4,Property,453,66.23,No,Rejected,10907.02,2025-03-21 20:35:26.381233,AGENT00486,0,,,0,0,0,0,76,3.482807135,3,Online
CLM049217,CUST010837,POL0879539,29,Female,South,Life,2867.33,10187.2,42672.29,Medical,388,76.9,Yes,Under Review,24845.14,2026-08-11 20:35:26.381236,AGENT00508,1,2026-08-05 20:35:26.381236,6.0,1,0,0,1,46,11.48603401,5,Broker
CLM049218,CUST016698,POL0110190,63,Female,South,Home,2398.09,18455.29,40139.53,Medical,394,89.83,Yes,Under Review,24925.47,2024-10-03 20:35:26.381238,AGENT00744,0,,,1,0,0,0,73,8.696446439,7,Phone
CLM049219,CUST006474,POL0867551,45,Male,North,Home,1761.43,84078.06,49403.69,Property,681,51.79,No,Approved,44586.35,2026-06-24 20:35:26.381240,AGENT00383,0,,,1,0,0,0,81,4.439268236,4,Online
CLM049220,CUST001865,POL0679279,53,Female,South,Health,2409.57,48143.93,41409.08,Theft,668,98.72,Yes,Under Review,29989.58,2026-05-29 20:35:26.381242,AGENT00338,1,2026-05-27 20:35:26.381242,2.0,1,1,1,1,79,8.553081685,4,Phone
CLM049221,CUST006798,POL0262934,79,Male,East,Health,2044.31,7279.51,31706.4,Accident,475,4.35,No,Approved,17961.99,2025-04-08 20:35:26.381245,AGENT00578,0,,,0,0,0,1,69,11.90003517,6,Broker
CLM049222,CUST003246,POL0117449,20,Male,East,Home,3777.11,19683.4,15451.44,Theft,502,99.7,Yes,Under Review,11352.91,2024-12-15 20:35:26.381247,AGENT00718,1,2024-12-01 20:35:26.381247,14.0,0,4,0,1,81,10.48162525,5,Broker
CLM049223,CUST012144,POL0074550,67,Female,South,Home,1167.65,88762.07,35089.37,Medical,544,78.86,Yes,Under Review,34783.2,2025-05-02 20:35:26.381249,AGENT00685,0,,,0,0,0,0,73,7.790834112,5,Phone
CLM049224,CUST015658,POL0876892,39,Male,West,Auto,270.72,97539.96,7478.35,Accident,384,43.83,No,Approved,5696.82,2026-01-12 20:35:26.381252,AGENT01077,0,,,1,1,0,1,83,9.683975066,4,Phone
CLM049225,CUST015919,POL0834129,44,Female,West,Auto,4774.43,43001.97,49856.73,Medical,712,2.65,No,Approved,33625.12,2026-04-06 20:35:26.381254,AGENT00948,0,,,0,0,0,0,66,8.331557779,3,Phone
CLM049226,CUST002229,POL0295129,53,Female,West,Home,1602.24,90234.79,8939.55,Medical,720,25.53,No,Approved,4834.64,2026-03-24 20:35:26.381256,AGENT00070,0,,,1,2,0,1,84,7.111702433,2,Broker
CLM049227,CUST011772,POL0031084,26,Female,West,Home,1700.54,33416.96,14177.79,Medical,671,85.38,Yes,Under Review,10257.19,2024-11-05 20:35:26.381258,AGENT00681,0,,,0,0,0,0,55,8.335693628,6,Broker
CLM049228,CUST002696,POL0216972,53,Male,East,Auto,1830.22,75960.15,45595.26,Accident,527,79.48,Yes,Under Review,30999.62,2025-02-26 20:35:26.381260,AGENT00503,1,2025-02-14 20:35:26.381260,12.0,0,0,1,1,94,9.868527981,3,Broker
CLM049229,CUST012712,POL0239064,58,Male,East,Health,2712.27,45576.42,40393.37,Property,774,44.23,No,Approved,23654.47,2026-08-18 20:35:26.381263,AGENT00447,0,,,1,0,1,0,71,7.370496922,4,Phone
CLM049230,CUST009952,POL0391089,37,Female,North,Life,2219.11,97989.05,10128.85,Theft,738,40.86,No,Approved,6743.95,2024-11-24 20:35:26.381265,AGENT01156,0,,,0,0,0,0,77,10.18415702,4,Broker
CLM049231,CUST009407,POL0400186,66,Female,North,Auto,1982.37,45828.68,30913.41,Accident,657,15.82,No,Rejected,25900.9,2024-10-19 20:35:26.381267,AGENT00533,0,,,0,0,0,1,51,4.401829993,4,Online
CLM049232,CUST006648,POL0454655,58,Male,East,Auto,4087.8,57893.21,41636.02,Medical,765,4.1,No,Approved,37897.28,2026-05-04 20:35:26.381270,AGENT00874,0,,,1,0,0,1,67,9.297453672,3,Phone
CLM049233,CUST008772,POL0739393,35,Male,North,Home,1545.55,36222.0,22630.92,Theft,822,94.46,Yes,Under Review,13697.07,2025-05-21 20:35:26.381272,AGENT01167,0,,,1,1,0,1,88,8.523545415,1,Phone
CLM049234,CUST004288,POL0617600,51,Male,West,Health,3349.94,60669.24,37720.33,Property,597,83.97,Yes,Under Review,35667.84,2025-11-16 20:35:26.381274,AGENT00197,0,,,1,1,0,0,90,9.579233743,1,Broker
CLM049235,CUST008299,POL0336370,79,Male,North,Home,340.83,47582.37,34517.77,Medical,805,58.27,No,Approved,33280.92,2026-01-27 20:35:26.381276,AGENT00070,0,,,1,0,0,1,77,7.49848718,1,Broker
CLM049236,CUST012737,POL0216596,38,Female,East,Home,4805.6,36272.02,22080.56,Property,452,43.14,No,Approved,19793.5,2025-11-14 20:35:26.381284,AGENT00394,0,,,1,0,0,0,71,9.72948897,4,Broker
CLM049237,CUST014396,POL0590571,78,Male,South,Life,4004.44,27219.29,42053.38,Accident,533,90.97,Yes,Under Review,41691.62,2026-02-09 20:35:26.381287,AGENT00056,0,,,1,0,0,0,86,7.682700642,5,Broker
CLM049238,CUST010576,POL0550477,60,Female,South,Health,4092.82,11112.31,46138.8,Theft,390,21.18,No,Approved,26606.36,2025-12-29 20:35:26.381289,AGENT00152,0,,,0,0,0,0,58,7.679072868,4,Phone
CLM049239,CUST005187,POL0543479,33,Female,East,Life,2875.9,70426.44,18760.69,Medical,786,11.91,No,Approved,16214.12,2026-01-04 20:35:26.381291,AGENT01196,0,,,1,0,1,0,80,9.141061239,2,Phone
CLM049240,CUST014534,POL0422422,61,Female,West,Home,1405.04,73419.04,49206.69,Accident,615,92.97,Yes,Under Review,44181.87,2025-12-26 20:35:26.381294,AGENT01159,1,2025-12-14 20:35:26.381294,12.0,0,1,1,0,62,10.41026602,4,Phone
CLM049241,CUST005623,POL0185882,41,Female,North,Health,3939.03,24615.55,41853.55,Property,759,12.69,No,Approved,27515.54,2025-05-20 20:35:26.381296,AGENT00837,0,,,1,1,0,0,91,8.063854414,5,Broker
CLM049242,CUST002441,POL0786091,74,Male,West,Auto,2182.06,80062.36,44009.43,Theft,726,40.45,No,Approved,36518.58,2025-11-17 20:35:26.381298,AGENT00925,0,,,0,3,0,1,92,3.71735871,3,Online
CLM049243,CUST002695,POL0719047,27,Male,West,Health,1639.4,60730.71,26663.41,Accident,462,2.41,No,Approved,21106.02,2025-09-02 20:35:26.381300,AGENT00184,0,,,0,3,0,1,44,8.947895181,5,Broker
CLM049244,CUST019799,POL0525692,59,Male,North,Auto,353.99,67449.58,12769.37,Theft,810,66.06,No,Approved,12068.56,2025-12-28 20:35:26.381303,AGENT00721,0,,,1,1,0,0,83,8.406067509,4,Phone
CLM049245,CUST003429,POL0265839,77,Male,South,Home,2209.67,88556.35,20469.98,Accident,469,47.97,No,Rejected,16713.55,2025-10-08 20:35:26.381305,AGENT00199,0,,,1,0,0,0,84,11.48609348,2,Broker
CLM049246,CUST008628,POL0571244,68,Female,North,Health,2370.17,79321.07,3989.14,Medical,827,0.49,No,Approved,3128.64,2025-08-01 20:35:26.381307,AGENT00468,0,,,0,0,0,0,88,11.79718136,1,Broker
CLM049247,CUST006839,POL0487790,48,Male,East,Home,214.57,86011.88,18158.27,Property,437,56.62,No,Approved,16014.28,2025-09-17 20:35:26.381309,AGENT00428,0,,,0,0,0,1,60,7.984675974,3,Broker
CLM049248,CUST006346,POL0470017,46,Female,East,Auto,4135.15,82215.74,45445.62,Theft,809,76.85,Yes,Under Review,38709.3,2025-09-08 20:35:26.381312,AGENT00746,1,2025-09-08 20:35:26.381312,0.0,1,0,1,1,74,9.11773053,2,Phone
CLM049249,CUST000155,POL0116471,79,Female,West,Home,265.86,41901.12,41458.82,Theft,785,18.41,No,Approved,24297.7,2025-07-19 20:35:26.381314,AGENT00106,0,,,1,1,0,1,80,8.064583858,3,Phone
CLM049250,CUST009277,POL0747380,37,Male,South,Life,1743.69,7941.87,39877.52,Theft,331,8.59,No,Approved,20025.78,2025-08-21 20:35:26.381316,AGENT00135,0,,,1,0,0,1,77,6.915656673,2,Phone
CLM049251,CUST003309,POL0867018,65,Female,West,Home,2908.66,64026.78,15015.04,Theft,755,81.25,Yes,Under Review,14905.98,2026-06-11 20:35:26.381318,AGENT00741,0,,,1,0,0,1,77,3.434793219,2,Online
CLM049252,CUST019941,POL0695349,35,Female,South,Auto,1792.18,93021.46,46322.07,Accident,752,8.97,No,Approved,44014.28,2024-11-15 20:35:26.381320,AGENT00772,0,,,1,3,1,1,94,11.83305134,5,Broker
CLM049253,CUST004075,POL0116924,31,Male,West,Life,2802.42,27500.99,46502.98,Property,426,17.42,No,Approved,24531.56,2025-04-18 20:35:26.381323,AGENT00421,0,,,1,0,0,0,87,9.505717865,2,Broker
CLM049254,CUST013071,POL0526926,23,Male,North,Home,1876.21,77127.83,6835.44,Accident,603,12.55,No,Approved,3636.19,2025-05-31 20:35:26.381325,AGENT00192,0,,,1,0,0,0,73,5.924643581,3,Broker
CLM049255,CUST018371,POL0444814,66,Male,North,Auto,766.62,20938.56,7550.93,Property,746,56.79,No,Approved,5418.58,2026-02-15 20:35:26.381327,AGENT01081,0,,,1,1,1,0,81,9.10775964,5,Phone
CLM049256,CUST001840,POL0526611,34,Female,North,Life,4889.52,88835.99,29286.88,Medical,328,6.5,No,Approved,26887.39,2025-01-08 20:35:26.381330,AGENT00070,0,,,0,0,0,1,57,8.473039519,7,Phone
CLM049257,CUST007514,POL0810077,31,Female,West,Health,4309.75,42540.69,45823.37,Property,325,78.41,Yes,Under Review,27012.5,2026-06-07 20:35:26.381332,AGENT00870,1,2026-06-02 20:35:26.381332,5.0,0,0,0,1,82,8.853776468,5,Phone
CLM049258,CUST015927,POL0122839,21,Female,West,Auto,4778.1,99970.01,12978.0,Property,612,66.93,No,Approved,11570.26,2025-08-21 20:35:26.381334,AGENT00184,0,,,1,0,0,1,84,9.903000268,3,Broker
CLM049259,CUST010583,POL0354536,44,Male,South,Auto,2695.18,37734.29,16100.36,Medical,706,12.19,No,Approved,8201.95,2026-08-30 20:35:26.381336,AGENT00775,0,,,1,2,0,1,64,9.300941716,5,Broker
